2_1_13-09-2013_22,2,22,2821.86,,,
2_1_09-09-2013_22,2,22,773.9440000000002,,,
2_3_22-09-2013_22,2,22,3218.13,,,
2_1_17-09-2013_22,2,22,4824.787,,,
2_0_11-09-2013_22,2,22,3041.034,,,
2_1_15-09-2013_22,2,22,528.144,,,
2_5_24-09-2013_22,2,22,8186.286999999998,,,
2_3_19-09-2013_22,2,22,8820.086000000001,,,
2_0_14-09-2013_22,2,22,8946.791000000001,,,
2_5_29-09-2013_22,2,22,8617.449999999997,,,
2_2_07-09-2013_22,2,22,10984.836000000008,,,
2_0_07-09-2013_22,2,22,35.007,,,
2_5_08-09-2013_22,2,22,4782.4879999999985,,,
2_2_18-09-2013_22,2,22,21621.388000000006,,,
2_5_17-09-2013_22,2,22,8478.215000000002,,,
2_4_07-09-2013_22,2,22,2114.731,,,
2_5_13-09-2013_22,2,22,4628.041000000001,,,
2_5_22-09-2013_22,2,22,6605.5949999999975,,,
2_5_23-09-2013_22,2,22,8954.415999999997,,,
2_5_19-09-2013_22,2,22,5570.516999999998,,,
2_2_28-09-2013_22,2,22,0.0,,,
2_1_16-09-2013_22,2,22,2683.594,,,
2_0_29-09-2013_22,2,22,8361.503999999999,,,
2_4_13-09-2013_22,2,22,3386.0009999999997,,,
2_5_18-09-2013_22,2,22,7250.335,,,
2_1_27-09-2013_22,2,22,0.0,,,
2_1_10-09-2013_22,2,22,783.8949999999999,,,
2_0_28-09-2013_22,2,22,0.0,,,
2_3_13-09-2013_22,2,22,4902.858999999999,,,
2_3_12-09-2013_22,2,22,679.4019999999998,,,
2_2_23-09-2013_22,2,22,20055.34400000001,,,
2_5_11-09-2013_22,2,22,24333.29099999999,,,
2_1_14-09-2013_22,2,22,2929.873,,,
2_4_16-09-2013_22,2,22,3536.301,,,
2_4_23-09-2013_22,2,22,2146.0389999999993,,,
2_3_25-09-2013_22,2,22,7875.968000000002,,,
2_0_13-09-2013_22,2,22,4997.634,,,
2_4_28-09-2013_22,2,22,0.0,,,
2_3_14-09-2013_22,2,22,4330.557000000002,,,
2_0_17-09-2013_22,2,22,13529.657999999996,,,
2_0_15-09-2013_22,2,22,2154.8980000000006,,,
2_2_29-09-2013_22,2,22,19773.031000000003,,,
2_0_09-09-2013_22,2,22,691.937,,,
2_1_08-09-2013_22,2,22,0.0,,,
2_0_18-09-2013_22,2,22,3436.041,,,
2_0_08-09-2013_22,2,22,130.93700000000004,,,
2_2_09-09-2013_22,2,22,5095.657999999997,,,
2_3_24-09-2013_22,2,22,3967.2190000000014,,,
2_0_24-09-2013_22,2,22,7983.757000000002,,,
2_0_26-09-2013_22,2,22,13162.848999999998,,,
2_2_26-09-2013_22,2,22,5658.9029999999975,,,
2_1_07-09-2013_22,2,22,0.0,,,
2_5_15-09-2013_22,2,22,6004.898,,,
2_4_08-09-2013_22,2,22,2189.1890000000008,,,
2_0_19-09-2013_22,2,22,11382.253999999995,,,
2_4_22-09-2013_22,2,22,1814.452,,,
2_0_16-09-2013_22,2,22,10632.879000000004,,,
2_2_12-09-2013_22,2,22,5045.213,,,
2_0_23-09-2013_22,2,22,9161.565999999999,,,
2_5_16-09-2013_22,2,22,9964.372,,,
2_0_21-09-2013_22,2,22,2962.2639999999988,,,
2_0_22-09-2013_22,2,22,6475.7040000000015,,,
2_3_21-09-2013_22,2,22,3943.266999999998,,,
2_3_16-09-2013_22,2,22,8522.075,,,
2_4_21-09-2013_22,2,22,1287.688,,,
2_2_16-09-2013_22,2,22,23221.367,,,
2_2_21-09-2013_22,2,22,2030.6029999999998,,,
2_3_07-09-2013_22,2,22,659.163,,,
2_3_18-09-2013_22,2,22,5398.011999999997,,,
2_4_11-09-2013_22,2,22,2022.5930000000005,,,
2_0_27-09-2013_22,2,22,0.0,,,
2_2_14-09-2013_22,2,22,3118.6540000000023,,,
2_3_17-09-2013_22,2,22,9420.454999999998,,,
2_4_24-09-2013_22,2,22,2063.4029999999993,,,
2_0_25-09-2013_22,2,22,12117.727000000008,,,
2_1_25-09-2013_22,2,22,4813.657,,,
2_5_25-09-2013_22,2,22,11709.634000000002,,,
2_4_27-09-2013_22,2,22,0.0,,,
2_1_11-09-2013_22,2,22,3393.742,,,
2_0_12-09-2013_22,2,22,9.983999999999998,,,
2_2_11-09-2013_22,2,22,5085.535000000002,,,
2_4_26-09-2013_22,2,22,3521.572000000001,,,
2_5_26-09-2013_22,2,22,7880.702000000004,,,
2_5_28-09-2013_22,2,22,379.45800000000014,,,
2_1_23-09-2013_22,2,22,2931.216,,,
2_4_25-09-2013_22,2,22,3471.271,,,
2_0_10-09-2013_22,2,22,3244.1119999999987,,,
2_1_28-09-2013_22,2,22,0.0,,,
2_3_09-09-2013_22,2,22,674.337,,,
3_2_09-09-2013_17,3,17,940.6490000000003,,,
3_1_23-09-2013_17,3,17,6139.704000000002,,,
3_0_21-09-2013_17,3,17,1232.9740000000004,,,
3_0_10-09-2013_17,3,17,18527.005000000005,,,
3_0_25-09-2013_17,3,17,2220.311,,,
3_3_29-09-2013_17,3,17,13765.210000000005,,,
3_3_13-09-2013_17,3,17,21040.99700000001,,,
3_1_10-09-2013_17,3,17,1337.9759999999994,,,
3_2_28-09-2013_17,3,17,0.0,,,
3_1_15-09-2013_17,3,17,5813.717,,,
3_1_29-09-2013_17,3,17,14400.965999999995,,,
3_2_11-09-2013_17,3,17,2901.123999999999,,,
3_2_08-09-2013_17,3,17,945.1420000000003,,,
3_1_14-09-2013_17,3,17,3670.269,,,
3_0_16-09-2013_17,3,17,19706.169999999995,,,
3_1_26-09-2013_17,3,17,3696.165,,,
3_0_19-09-2013_17,3,17,10038.996999999996,,,
3_1_08-09-2013_17,3,17,10391.364,,,
3_0_15-09-2013_17,3,17,11463.740000000005,,,
3_0_27-09-2013_17,3,17,8732.233999999993,,,
3_1_28-09-2013_17,3,17,0.0,,,
3_1_27-09-2013_17,3,17,3716.7079999999987,,,
3_1_09-09-2013_17,3,17,1308.8509999999994,,,
3_3_18-09-2013_17,3,17,7740.115000000002,,,
3_0_29-09-2013_17,3,17,23100.551,,,
3_0_12-09-2013_17,3,17,4090.168000000001,,,
3_2_10-09-2013_17,3,17,911.336,,,
3_1_21-09-2013_17,3,17,27734.582999999995,,,
3_0_14-09-2013_17,3,17,8332.940999999997,,,
3_2_15-09-2013_17,3,17,3579.219,,,
3_1_17-09-2013_17,3,17,5528.181000000001,,,
3_0_08-09-2013_17,3,17,14814.302000000005,,,
3_0_28-09-2013_17,3,17,301.829,,,
3_0_18-09-2013_17,3,17,3932.3330000000033,,,
3_0_17-09-2013_17,3,17,29392.412999999997,,,
3_0_23-09-2013_17,3,17,10932.396999999997,,,
3_3_23-09-2013_17,3,17,15584.965000000013,,,
3_3_19-09-2013_17,3,17,16217.971000000012,,,
3_3_22-09-2013_17,3,17,4213.299000000002,,,
3_1_16-09-2013_17,3,17,2765.018999999999,,,
3_1_19-09-2013_17,3,17,5266.486999999997,,,
3_0_13-09-2013_17,3,17,27175.289000000004,,,
3_0_09-09-2013_17,3,17,16990.329000000005,,,
3_0_26-09-2013_17,3,17,22707.98799999999,,,
3_0_22-09-2013_17,3,17,14890.186999999998,,,
3_3_12-09-2013_17,3,17,2042.672,,,
3_1_13-09-2013_17,3,17,5809.922,,,
3_1_18-09-2013_17,3,17,2263.3959999999993,,,
3_0_11-09-2013_17,3,17,19862.136999999977,,,
3_1_22-09-2013_17,3,17,11549.566999999995,,,
3_3_09-09-2013_17,3,17,9935.931000000006,,,
3_1_24-09-2013_17,3,17,4173.4079999999985,,,
3_1_30-09-2013_17,3,17,1085.3699999999997,,,
3_0_24-09-2013_17,3,17,9411.435,,,
3_2_22-09-2013_17,3,17,884.1919999999999,,,
3_0_30-09-2013_17,3,17,15286.790999999996,,,
3_1_11-09-2013_17,3,17,2842.2210000000014,,,
3_3_11-09-2013_17,3,17,9939.679999999997,,,
3_1_25-09-2013_17,3,17,861.0489999999999,,,
3_3_24-09-2013_17,3,17,13677.513000000004,,,
3_2_26-09-2013_17,3,17,2922.9350000000013,,,
3_1_12-09-2013_17,3,17,1680.3919999999996,,,
4_4_08-09-2013_2,4,2,3635.366,,,
4_3_16-09-2013_2,4,2,3443.376000000001,,,
4_3_11-09-2013_2,4,2,3639.8970000000013,,,
4_4_13-09-2013_2,4,2,9136.813999999997,,,
4_6_19-09-2013_2,4,2,119.27300000000002,,,
4_3_15-09-2013_2,4,2,3556.4179999999997,,,
4_6_08-09-2013_2,4,2,79.85200000000002,,,
4_7_18-09-2013_2,4,2,7754.011000000002,,,
4_0_22-09-2013_2,4,2,602.809,,,
4_3_29-09-2013_2,4,2,2578.886000000001,,,
4_0_12-09-2013_2,4,2,434.897,,,
4_5_09-09-2013_2,4,2,2675.095,,,
4_1_18-09-2013_2,4,2,3589.523,,,
4_4_11-09-2013_2,4,2,4703.0520000000015,,,
4_1_08-09-2013_2,4,2,3612.541,,,
4_0_24-09-2013_2,4,2,415.91200000000015,,,
4_5_30-09-2013_2,4,2,117.722,,,
4_0_28-09-2013_2,4,2,388.53,,,
4_0_09-09-2013_2,4,2,428.08300000000014,,,
4_3_17-09-2013_2,4,2,3619.110000000001,,,
4_3_24-09-2013_2,4,2,3489.73,,,
4_4_28-09-2013_2,4,2,0.0,,,
4_5_26-09-2013_2,4,2,2356.887,,,
4_4_22-09-2013_2,4,2,4488.839,,,
4_4_24-09-2013_2,4,2,9491.09,,,
4_3_18-09-2013_2,4,2,3661.235000000001,,,
4_5_13-09-2013_2,4,2,2557.821,,,
4_6_14-09-2013_2,4,2,85.19400000000003,,,
4_5_27-09-2013_2,4,2,2412.239,,,
4_6_09-09-2013_2,4,2,83.51199999999999,,,
4_2_29-09-2013_2,4,2,0.0,,,
4_6_22-09-2013_2,4,2,126.12099999999998,,,
4_4_17-09-2013_2,4,2,4189.221999999999,,,
4_0_17-09-2013_2,4,2,391.476,,,
4_7_15-09-2013_2,4,2,3779.211,,,
4_5_12-09-2013_2,4,2,2583.7309999999993,,,
4_6_28-09-2013_2,4,2,84.17799999999998,,,
4_7_22-09-2013_2,4,2,5347.479,,,
4_2_17-09-2013_2,4,2,601.0980000000002,,,
4_5_23-09-2013_2,4,2,5100.634000000002,,,
4_3_22-09-2013_2,4,2,3435.0939999999987,,,
4_0_10-09-2013_2,4,2,608.4580000000002,,,
4_3_13-09-2013_2,4,2,3582.921,,,
4_5_20-09-2013_2,4,2,2491.6839999999997,,,
4_0_29-09-2013_2,4,2,461.044,,,
4_3_23-09-2013_2,4,2,3543.7660000000024,,,
4_3_25-09-2013_2,4,2,3429.166,,,
4_7_30-09-2013_2,4,2,0.0,,,
4_4_23-09-2013_2,4,2,7141.082000000006,,,
4_3_19-09-2013_2,4,2,3450.0719999999988,,,
4_5_28-09-2013_2,4,2,114.074,,,
4_2_28-09-2013_2,4,2,0.0,,,
4_0_13-09-2013_2,4,2,410.52099999999984,,,
4_8_08-09-2013_2,4,2,45.65299999999999,,,
4_0_23-09-2013_2,4,2,3942.336000000001,,,
4_0_30-09-2013_2,4,2,407.13300000000015,,,
4_5_19-09-2013_2,4,2,4957.965000000002,,,
4_7_12-09-2013_2,4,2,5397.531999999998,,,
4_3_10-09-2013_2,4,2,3689.1409999999987,,,
4_2_23-09-2013_2,4,2,583.3500000000001,,,
4_0_20-09-2013_2,4,2,407.392,,,
4_7_20-09-2013_2,4,2,5394.1979999999985,,,
4_2_13-09-2013_2,4,2,601.778,,,
4_0_27-09-2013_2,4,2,449.18499999999983,,,
4_5_17-09-2013_2,4,2,2590.8459999999995,,,
4_4_12-09-2013_2,4,2,4727.230000000001,,,
4_6_15-09-2013_2,4,2,127.732,,,
4_2_20-09-2013_2,4,2,583.326,,,
4_5_18-09-2013_2,4,2,5159.926999999998,,,
4_3_28-09-2013_2,4,2,65.06599999999999,,,
4_0_19-09-2013_2,4,2,3905.9710000000014,,,
4_6_13-09-2013_2,4,2,83.162,,,
4_7_14-09-2013_2,4,2,6002.881000000002,,,
4_7_17-09-2013_2,4,2,4183.732999999998,,,
4_5_11-09-2013_2,4,2,2587.9629999999993,,,
4_0_08-09-2013_2,4,2,435.64700000000016,,,
4_6_16-09-2013_2,4,2,87.694,,,
4_7_23-09-2013_2,4,2,7932.181,,,
4_0_25-09-2013_2,4,2,411.46699999999987,,,
4_6_20-09-2013_2,4,2,81.62599999999998,,,
4_0_16-09-2013_2,4,2,3789.494999999999,,,
4_6_23-09-2013_2,4,2,84.71799999999999,,,
4_5_16-09-2013_2,4,2,4978.215000000002,,,
4_0_15-09-2013_2,4,2,608.1159999999999,,,
4_0_26-09-2013_2,4,2,82.21900000000002,,,
4_0_14-09-2013_2,4,2,3464.7329999999984,,,
4_7_28-09-2013_2,4,2,0.0,,,
4_0_11-09-2013_2,4,2,432.7139999999998,,,
4_4_27-09-2013_2,4,2,3904.462999999999,,,
4_5_15-09-2013_2,4,2,2545.351,,,
4_0_18-09-2013_2,4,2,3739.5179999999987,,,
4_5_14-09-2013_2,4,2,4796.100000000001,,,
4_7_24-09-2013_2,4,2,17365.861,,,
4_0_09-09-2013_1,4,1,425.265,,,
4_1_08-09-2013_1,4,1,117.241,,,
4_3_16-09-2013_1,4,1,3488.3120000000026,,,
4_0_08-09-2013_1,4,1,17.75,,,
4_7_30-09-2013_1,4,1,0.0,,,
4_0_22-09-2013_1,4,1,770.7799999999999,,,
4_7_14-09-2013_1,4,1,6362.308999999998,,,
4_0_25-09-2013_1,4,1,351.283,,,
4_0_20-09-2013_1,4,1,29.328000000000007,,,
4_0_27-09-2013_1,4,1,0.0,,,
4_7_27-09-2013_1,4,1,263.007,,,
4_2_23-09-2013_1,4,1,588.4200000000002,,,
4_3_17-09-2013_1,4,1,3574.603999999999,,,
4_5_15-09-2013_1,4,1,161.495,,,
4_0_29-09-2013_1,4,1,14.388000000000002,,,
4_5_18-09-2013_1,4,1,271.11999999999995,,,
4_5_13-09-2013_1,4,1,173.80700000000004,,,
4_4_24-09-2013_1,4,1,11761.314000000008,,,
4_0_18-09-2013_1,4,1,260.313,,,
