5_1_07-09-2013_2,5,1,2,1208.1439999999998,,,
4_10_07-09-2013_3,4,10,3,0.0,,,
4_13_06-09-2013_20,4,13,20,10386.085999999994,,,
4_5_07-09-2013_18,4,5,18,2533.071,,,
4_0_05-09-2013_22,4,0,22,440.52800000000013,,,
6_2_30-09-2013_9,6,2,9,5654.866000000001,,,
4_8_23-09-2013_18,4,8,18,71.31400000000002,,,
7_1_18-09-2013_3,7,1,3,0.0,,,
4_10_26-09-2013_16,4,10,16,18.951000000000004,,,
4_1_08-09-2013_4,4,1,4,4000.248,,,
7_8_15-09-2013_19,7,8,19,2050.75,,,
4_13_04-09-2013_17,4,13,17,16745.729000000007,,,
4_0_14-09-2013_22,4,0,22,4393.513999999998,,,
4_0_17-09-2013_19,4,0,19,7981.702000000002,,,
4_0_14-09-2013_12,4,0,12,3721.43,,,
7_0_14-09-2013_15,7,0,15,739.5459999999997,,,
6_3_05-09-2013_10,6,3,10,361.51999999999987,,,
5_1_19-09-2013_9,5,1,9,1118.0799999999997,,,
9_1_11-09-2013_15,9,1,15,1752.5689999999993,,,
7_6_09-09-2013_13,7,6,13,203.274,,,
7_0_07-09-2013_21,7,0,21,767.678,,,
7_5_16-09-2013_7,7,5,7,0.0,,,
7_4_26-09-2013_21,7,4,21,5795.176999999999,,,
4_0_06-09-2013_3,4,0,3,460.50299999999993,,,
8_0_11-09-2013_22,8,0,22,25650.006,,,
5_0_05-09-2013_22,5,0,22,0.0,,,
4_4_30-09-2013_16,4,4,16,730.7099999999998,,,
4_2_03-09-2013_4,4,2,4,591.9500000000003,,,
4_10_09-09-2013_5,4,10,5,0.0,,,
2_5_19-09-2013_0,2,5,0,3996.152999999997,,,
7_4_26-09-2013_16,7,4,16,675.63,,,
9_0_22-09-2013_17,9,0,17,5161.544999999999,,,
4_11_05-09-2013_7,4,11,7,7164.105000000001,,,
7_0_08-09-2013_3,7,0,3,785.8129999999999,,,
4_0_15-09-2013_5,4,0,5,614.5630000000001,,,
4_3_24-09-2013_13,4,3,13,3454.434000000001,,,
10_0_09-09-2013_11,10,0,11,0.0,,,
4_7_13-09-2013_11,4,7,11,5802.414999999997,,,
9_0_16-09-2013_4,9,0,4,561.3100000000002,,,
4_0_12-09-2013_0,4,0,0,438.19500000000005,,,
5_1_18-09-2013_23,5,1,23,4902.5729999999985,,,
4_9_26-09-2013_16,4,9,16,1446.8280000000002,,,
4_4_13-09-2013_9,4,4,9,6765.910999999997,,,
7_0_25-09-2013_8,7,0,8,757.1829999999999,,,
7_2_03-09-2013_14,7,2,14,21369.529,,,
4_8_22-09-2013_13,4,8,13,3645.0219999999977,,,
4_0_24-09-2013_2,4,0,2,415.91200000000015,,,
3_1_04-09-2013_14,3,1,14,2021.3269999999993,,,
6_0_24-09-2013_4,6,0,4,6573.979,,,
7_6_06-09-2013_9,7,6,9,466.02499999999986,,,
4_3_07-09-2013_11,4,3,11,2999.7899999999995,,,
7_2_03-09-2013_13,7,2,13,21467.65100000001,,,
8_0_04-09-2013_4,8,0,4,2129.301999999999,,,
9_1_04-09-2013_21,9,1,21,6881.2840000000015,,,
3_1_20-09-2013_10,3,1,10,848.0880000000001,,,
7_2_27-09-2013_5,7,2,5,949.8719999999994,,,
6_0_15-09-2013_10,6,0,10,244.78599999999997,,,
5_0_23-09-2013_1,5,0,1,434.8410000000002,,,
7_9_06-09-2013_19,7,9,19,3619.54,,,
4_10_05-09-2013_9,4,10,9,0.0,,,
6_3_26-09-2013_19,6,3,19,12265.785000000007,,,
4_6_26-09-2013_23,4,6,23,83.586,,,
4_5_19-09-2013_21,4,5,21,8003.381000000004,,,
5_0_07-09-2013_21,5,0,21,0.0,,,
4_6_12-09-2013_22,4,6,22,0.0,,,
7_1_06-09-2013_5,7,1,5,0.0,,,
5_1_20-09-2013_3,5,1,3,4837.522999999998,,,
7_0_22-09-2013_0,7,0,0,5526.269999999999,,,
5_1_05-09-2013_14,5,1,14,873.7610000000003,,,
5_0_26-09-2013_6,5,0,6,441.517,,,
5_0_16-09-2013_0,5,0,0,450.26599999999985,,,
7_0_24-09-2013_19,7,0,19,2402.8320000000003,,,
7_9_24-09-2013_0,7,9,0,0.0,,,
2_5_07-09-2013_13,2,5,13,4749.433,,,
8_3_06-09-2013_11,8,3,11,301.40899999999993,,,
7_3_16-09-2013_23,7,3,23,3813.110999999999,,,
3_1_07-09-2013_10,3,1,10,10372.745,,,
5_0_11-09-2013_22,5,0,22,1997.3829999999998,,,
5_0_15-09-2013_5,5,0,5,434.41800000000006,,,
7_6_19-09-2013_18,7,6,18,13012.052000000005,,,
7_8_06-09-2013_0,7,8,0,2017.923,,,
7_0_27-09-2013_5,7,0,5,768.395,,,
7_7_06-09-2013_21,7,7,21,14387.889000000005,,,
9_1_15-09-2013_5,9,1,5,1176.0130000000004,,,
6_1_06-09-2013_23,6,1,23,4352.643000000002,,,
7_9_14-09-2013_7,7,9,7,0.0,,,
4_12_15-09-2013_22,4,12,22,4003.637000000001,,,
4_0_19-09-2013_18,4,0,18,20610.665,,,
0_0_02-09-2013_17,0,0,17,9531.52700000001,,,
5_1_14-09-2013_11,5,1,11,1176.5220000000004,,,
10_0_08-09-2013_5,10,0,5,0.0,,,
3_1_08-09-2013_13,3,1,13,11310.261999999999,,,
10_0_09-09-2013_14,10,0,14,1380.9760000000006,,,
5_1_15-09-2013_4,5,1,4,4507.3319999999985,,,
4_12_15-09-2013_21,4,12,21,10108.630999999998,,,
4_11_24-09-2013_7,4,11,7,1549.3469999999993,,,
4_6_29-09-2013_20,4,6,20,124.162,,,
7_4_15-09-2013_5,7,4,5,456.66800000000006,,,
7_8_08-09-2013_18,7,8,18,2055.2529999999992,,,
7_6_16-09-2013_17,7,6,17,1544.3610000000006,,,
5_1_12-09-2013_6,5,1,6,1169.982,,,
7_0_15-09-2013_16,7,0,16,6926.609999999999,,,
9_1_21-09-2013_19,9,1,19,12823.858000000006,,,
7_7_20-09-2013_6,7,7,6,3913.752999999999,,,
4_9_12-09-2013_11,4,9,11,13.811,,,
8_2_03-09-2013_5,8,2,5,6829.807000000002,,,
7_6_27-09-2013_20,7,6,20,199.946,,,
4_6_21-09-2013_17,4,6,17,39.305,,,
4_0_10-09-2013_7,4,0,7,20000.672,,,
4_7_18-09-2013_4,4,7,4,5807.8110000000015,,,
4_11_07-09-2013_12,4,11,12,6891.082000000002,,,
